label,removed_doc_id,root_doc_id,similarity_score,removed_char_len,root_char_len,removed_preview,root_preview,allowed_labels
,shard_00029.parquet:16096,shard_00039.parquet:27445,0.9857894778251648,656,463,A hip fracture is a break in the upper part of the thighbone (femur) where the thighbone joins the pelvis to form the hip joint. Most hip fractures occur in the area just below the ball of the femur (femoral neck region) and the area just below this (intertrochanteric region). A hip fracture almost always completely breaks the bone. A partial break in the bone (hairline fracture) may occur. But a partial break is not as common and may not show up on an X-ray. eMedicineHealth Medical Reference from Healthwise To learn more visit Healthwise.org - Early Care for Your Premature Baby - What to Eat When You Have Cancer - When to Take More Pain Medication,A hip fracture is a break in the upper part of the thighbone (femur) where the thighbone joins the pelvis to form the hip joint. Most hip fractures occur in the area just below the ball of the femur (femoral neck region) and the area just below this (intertrochanteric region). A hip fracture almost always completely breaks the bone. A partial break in the bone (hairline fracture) may occur. But a partial break is not as common and may not show up on an X-ray.,exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00060.parquet:30551,shard_00028.parquet:11698,0.9999999403953552,1460,1460,"Early Prenatal Care is important for EVERY pregnancy What is Prenatal Care? Prenatal care is a type of preventive healthcare that helps doctors treat and prevent potential health problems throughout the course of pregnancy while promoting healthy lifestyles that benefit both mothers and children. These services typically include: - Regular visits with a doctor, usually about 10 visits - Lab work and Ultrasounds to make sure your baby is developing normally Babies of mothers who do not get prenatal care are three times more likely to have a low birth weight and five times more likely to die than those born to mothers who do get care. Doctors can spot health problems early when they see mothers regularly. This allows doctors to treat them early. Early treatment can cure many problems and prevent others. Doctors also can talk to pregnant women about things they can do to give their unborn babies a healthy start to life. Prenatal Care is even more important if you have a high risk pregnancy These following conditions will make your pregnancy considered high risk: - Autoimmune disorders - Preterm labor - Blood coagulation disorders Who Can Take Care of Your Baby After It Is Delivered? T","Early Prenatal Care is important for EVERY pregnancy What is Prenatal Care? Prenatal care is a type of preventive healthcare that helps doctors treat and prevent potential health problems throughout the course of pregnancy while promoting healthy lifestyles that benefit both mothers and children. These services typically include: - Regular visits with a doctor, usually about 10 visits - Lab work and Ultrasounds to make sure your baby is developing normally Babies of mothers who do not get prenatal care are three times more likely to have a low birth weight and five times more likely to die than those born to mothers who do get care. Doctors can spot health problems early when they see mothers regularly. This allows doctors to treat them early. Early treatment can cure many problems and prevent others. Doctors also can talk to pregnant women about things they can do to give their unborn babies a healthy start to life. Prenatal Care is even more important if you have a high risk pregnancy These following conditions will make your pregnancy considered high risk: - Autoimmune disorders - Preterm labor - Blood coagulation disorders Who Can Take Care of Your Baby After It Is Delivered? T",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00112.parquet:24936,shard_00013.parquet:11976,0.9985149502754211,1614,1589,"19-foot python killed in Florida 19-foot python killed: The huge 19-foot Burmese python is the biggest ever captured in Florida. The giant python wrapped itself around a man's leg before he killed it with a knife. (AP Photo/University of Florida) Wildlife officials say a Burmese python nearly 19 feet (5.8 meters) long has been captured in Florida. Wildlife officials said Monday that a Miami man spotted about 3 feet (one meter) of the snake sticking out of the roadside brush. He grabbed it and started dragging it into the open. When the snake began to wrap itself around his leg, he called to his friends for help and then used a knife to kill it. The python weighed 128 pounds (58 kilograms). Earlier this year, Florida held a Burmese python hunt. The hunt for Burmese pythons in the Everglades yielded 68 of the invasive snakes, the longest measuring more than 14 feet long, Florida wildlife officials said, according to a report in The Christian Science Monitor. That might not seem like a success, considering roughly 1,600 people signed up for the state-sponsored Python Challenge that ended Feb. 17, but Florida Fish and Wildlife Conservation Commission officials said the hunt may have pr","19-foot python killed in Florida 19-foot python killed: The huge 19-foot Burmese python is the biggest ever captured in Florida. The giant python wrapped itself around a man's leg before he killed it with a knife. Miami — Wildlife officials say a Burmese python nearly 19 feet (5.8 meters) long has been captured in Florida. Wildlife officials said Monday that a Miami man spotted about 3 feet (one meter) of the snake sticking out of the roadside brush. He grabbed it and started dragging it into the open. When the snake began to wrap itself around his leg, he called to his friends for help and then used a knife to kill it. The python weighed 128 pounds (58 kilograms). Earlier this year, Florida held a Burmese python hunt. The hunt for Burmese pythons in the Everglades yielded 68 of the invasive snakes, the longest measuring more than 14 feet long, Florida wildlife officials said, according to a report in The Christian Science Monitor. That might not seem like a success, considering roughly 1,600 people signed up for the state-sponsored Python Challenge that ended Feb. 17, but Florida Fish and Wildlife Conservation Commission officials said the hunt may have prevented thousands more py",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00090.parquet:3365,shard_00152.parquet:46798,0.9999995827674866,2036,2036,"Modern Farm Animal Housing Reduces Disease Risks ARLINGTON, VA – The Animal Agriculture Alliance is extremely dismayed, but not surprised, to learn that a number of groups have attempted to use the recent outbreak of H1N1 influenza to advance their anti-modern agriculture and animal rights agendas. Particular criticism has been directed at modern livestock systems, despite the disease not yet having been found in an animal. The vast majority of America’s farm animals are kept in barns and similar housing to protect their health and welfare. Modern housing protects animals from predators, disease, and bad weather or extreme climate. It is also well ventilated, well-lit, clean, and scientifically-designed to meet an animal’s specific needs— including temperature, light, water and food. Modern housing is designed to allow the farmer to provide the best animal care possible. Modern designs drastically reduce introduction of disease vectors and are easy to clean, reducing opportunities for diseases to spread. “Because modern livestock facilities are designed to meet animals’ specific needs, these facilities are better for controlling and reducing diseases than allowing animals to have u","Modern Farm Animal Housing Reduces Disease Risks ARLINGTON, VA – The Animal Agriculture Alliance is extremely dismayed, but not surprised, to learn that a number of groups have attempted to use the recent outbreak of H1N1 influenza to advance their anti-modern agriculture and animal rights agendas. Particular criticism has been directed at modern livestock systems, despite the disease not yet having been found in an animal. The vast majority of America’s farm animals are kept in barns and similar housing to protect their health and welfare. Modern housing protects animals from predators, disease, and bad weather or extreme climate. It is also well ventilated, well-lit, clean, and scientifically-designed to meet an animal’s specific needs— including temperature, light, water and food. Modern housing is designed to allow the farmer to provide the best animal care possible. Modern designs drastically reduce introduction of disease vectors and are easy to clean, reducing opportunities for diseases to spread. “Because modern livestock facilities are designed to meet animals’ specific needs, these facilities are better for controlling and reducing diseases than allowing animals to have u",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00040.parquet:9351,shard_00132.parquet:38815,0.9999998211860657,5315,5315,"Physics & Astronomy Physics is the study of the fundamental nature of everything! Through experiment and theory physicists seek to explain the interactions of matter and energy in terms of a small number of basic laws. Physics deals with everything from the very large (e.g. the structure of the universe) to the very small (e.g. atoms, nuclei, quarks and even smaller structures). The devices we depend on in our technological society are based on fundamental principles of physics. Both experimental and theoretical physicists are people who enjoy understanding how things work. Studying physics develops excellent critical thinking and problem solving skills, which are applicable to many careers. Many of our physics graduates continue with graduate school in physics, astronomy or engineering. Others continue with professional training in medical school or law school. However, it is not necessary to pursue more education to have a rewarding career with physics. An undergraduate physics degree is a spring board to a broad spectrum of career options, including engineering, systems analyst, financial analyst, management, national security, medical research, education and journalism. Nationa","Physics & Astronomy Physics is the study of the fundamental nature of everything! Through experiment and theory physicists seek to explain the interactions of matter and energy in terms of a small number of basic laws. Physics deals with everything from the very large (e.g. the structure of the universe) to the very small (e.g. atoms, nuclei, quarks and even smaller structures). The devices we depend on in our technological society are based on fundamental principles of physics. Both experimental and theoretical physicists are people who enjoy understanding how things work. Studying physics develops excellent critical thinking and problem solving skills, which are applicable to many careers. Many of our physics graduates continue with graduate school in physics, astronomy or engineering. Others continue with professional training in medical school or law school. However, it is not necessary to pursue more education to have a rewarding career with physics. An undergraduate physics degree is a spring board to a broad spectrum of career options, including engineering, systems analyst, financial analyst, management, national security, medical research, education and journalism. Nationa",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00138.parquet:13546,shard_00088.parquet:6544,0.9999998807907104,1547,1547,"by Darrin Grove, Professional Golf Management major The U.S. Department of Agriculture approved the first genetically modified apples – Artic® apples, grown by Okanagan Specialty Fruits in Canada. The very interesting part of these apples is that when they are bruised or cut they do not brown. These apples were approved after going through an assessment that found genetically engineered apples were unlikely to pose a plant risk to agriculture and other plants in the United States. Many genetically modified foods that we eat are engineered to deter insects, or survive herbicide (weed killer) treatment for weed management, but these apples are the first foods being directed towards the consumers and their needs and wants. I think that this is a great idea for the people to be able to use because the apples will be able to last longer. Everyone should love this idea because it will give them more time to eat their food instead of having to throw out the wasted food. This will let people to be able to get their money’s worth and everyone loves saving money. This article also shows the science that we have at our disposal. we have the ability to genetically modify apples to make them la","by Darrin Grove, Professional Golf Management major The U.S. Department of Agriculture approved the first genetically modified apples – Artic® apples, grown by Okanagan Specialty Fruits in Canada. The very interesting part of these apples is that when they are bruised or cut they do not brown. These apples were approved after going through an assessment that found genetically engineered apples were unlikely to pose a plant risk to agriculture and other plants in the United States. Many genetically modified foods that we eat are engineered to deter insects, or survive herbicide (weed killer) treatment for weed management, but these apples are the first foods being directed towards the consumers and their needs and wants. I think that this is a great idea for the people to be able to use because the apples will be able to last longer. Everyone should love this idea because it will give them more time to eat their food instead of having to throw out the wasted food. This will let people to be able to get their money’s worth and everyone loves saving money. This article also shows the science that we have at our disposal. we have the ability to genetically modify apples to make them la",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00146.parquet:18715,shard_00055.parquet:40284,0.9622581005096436,1534,1306,"A worker at Port of Antwerp uses a 'vacuum cleaner' to remove plastic trash from the Galgeschoor nature reserve in Antwerp, Belgium, on October 7, 2020. (REUTERS/Francois Lenoir) Engineers have built a giant 'vacuum cleaner' to rid a Belgian nature reserve of millions of pieces of plastic litter too small to collect by hand. The Galgeschoor reserve, a site of mudflats and salt marshes in the port city of Antwerp, has become riddled with plastic particles that built up over years from litter desposited by industry and towns along the river Scheldt. Port authorities last year launched a competition to design a solution to decontaminate the area, which is home to endangered bird species. The winner: a huge hoover, dubbed the 'Nul-o-Plastic' and developed by Envisan, the environment division of maritime infrastructure company Jan De Nul Group. ""It's basically a vacuum cleaner which is really smart (and) adapted to this circumstances,"" engineer Tom Van Vooren, the project's coordinator, told Reuters. The machine's rubber tires limit soil disruption, and its suction mechanism is designed to avoid damaging plants. The aim is to pull roughly 7.5 tons of plastic pellets out of the reserve.","Engineers have built a giant ‘vacuum cleaner’ to rid a Belgian nature reserve of millions of pieces of plastic litter too small to collect by hand. The Galgeschoor reserve, a site of mudflats and salt marshes in the port city of Antwerp, has become riddled with plastic particles that built up over years from litter desposited by industry and towns along the river Scheldt. Port authorities last year launched a competition to design a solution to decontaminate the area, which is home to endangered bird species. The winner: a huge hoover, dubbed the ‘Nul-o-Plastic’ and developed by Envisan, the environment division of maritime infrastructure company Jan De Nul Group. “It’s basically a vacuum cleaner which is really smart (and) adapted to this circumstances,” engineer Tom Van Vooren, the project’s coordinator, told Reuters. The machine’s rubber tyres limit soil disruption, and its suction mechanism is designed to avoid damaging plants. The aim is to pull roughly 7.5 tonnes of plastic pellets out of the reserve. A first test concludes later this month. Currently, less than a third of Europe’s plastic waste is recycled. To help curb litter, the European Union is planning new rules to ens",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00162.parquet:11967,shard_00051.parquet:19137,1.0000005960464478,2884,2884,"Norman Ventor or Hunter lived between 1080 and 1165, and William Ventor, whose name appears as one of the witnesses to an inquisition, A.D. 1116, by David I, of the lands pertaining to the Church of Glasgow, are the earliest of the family on record. They are said to have passed over to England soon after the Conquest, 1066. Norman received a grant of land on the extreme west coast of co. , (later called “Arnell Hunter”), which now forms part of the state of Hunterston (previously called “Huntarstown.” Aylmar de la Huntar signed the noted submission to Edward I, 1296. For his “faithful services rendered,” the grant of land was confirmed by Robert II, to William Huntar (A100), greatgrandson of Aylmar. A100 WILLIAM HUNTAR: Was infeft [sic.] of his estate prior to 1447. A101 ARCHIBALD HUNTAR: 13th Laird of Arnelle Huntar, or Huntarston, or of that ilk. Died before 1487. A102 JOHN HUNTAR: 14th Laird of Huntar; killed at Flodden, 1513. His oldest son was Robert Huntar, 15th Laird of Huntar, or of that ilk. A license was granted to him by James V, Oct. 24, 1542, to remain at home from the war on account of his being “waik and tender of complectioun.” Died about 1546. His other son was A10","Norman Ventor or Hunter lived between 1080 and 1165, and William Ventor, whose name appears as one of the witnesses to an inquisition, A.D. 1116, by David I, of the lands pertaining to the Church of Glasgow, are the earliest of the family on record. They are said to have passed over to England soon after the Conquest, 1066. Norman received a grant of land on the extreme west coast of co. , (later called “Arnell Hunter”), which now forms part of the state of Hunterston (previously called “Huntarstown.” Aylmar de la Huntar signed the noted submission to Edward I, 1296. For his “faithful services rendered,” the grant of land was confirmed by Robert II, to William Huntar (A100), greatgrandson of Aylmar. A100 WILLIAM HUNTAR: Was infeft [sic.] of his estate prior to 1447. A101 ARCHIBALD HUNTAR: 13th Laird of Arnelle Huntar, or Huntarston, or of that ilk. Died before 1487. A102 JOHN HUNTAR: 14th Laird of Huntar; killed at Flodden, 1513. His oldest son was Robert Huntar, 15th Laird of Huntar, or of that ilk. A license was granted to him by James V, Oct. 24, 1542, to remain at home from the war on account of his being “waik and tender of complectioun.” Died about 1546. His other son was A10",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00027.parquet:14811,shard_00115.parquet:35219,1.000000238418579,2532,2532,"Is our government balanced or imbalanced? Even during the original ratifications, implementation of procedures and policies in our government faced changes to the Constitution (or Articles of Confederation, March 1, 1781). Changes came from George Washington, Alexander Hamilton, James Madison,Thomas Jefferson. James Madison supported a stronger federal government. He was convinced that independence of States utterly was irreconcilable with their aggregate sovereignty: ""One simple Republic would be as inexpedient as it is unattainable?"" (Letter to George Washington). Debates begin in Convention over the Articles of Confederation. The debate ended with 3 bodies of authority in government one not to over step the other two, all three working together for the good of the ""We the People"". What is the major weakness in our government today? It is the unwillingness to have the same vision for ""we the People"" as does the Constitution, (its framers) and by many of our elected officials. ""We the People"" are at the point where we must accept or reject our Constitution. Many support upholding our rule of law, but their concerns are met with objection from both parties. The lines of authority h","Is our government balanced or imbalanced? Even during the original ratifications, implementation of procedures and policies in our government faced changes to the Constitution (or Articles of Confederation, March 1, 1781). Changes came from George Washington, Alexander Hamilton, James Madison,Thomas Jefferson. James Madison supported a stronger federal government. He was convinced that independence of States utterly was irreconcilable with their aggregate sovereignty: ""One simple Republic would be as inexpedient as it is unattainable?"" (Letter to George Washington). Debates begin in Convention over the Articles of Confederation. The debate ended with 3 bodies of authority in government one not to over step the other two, all three working together for the good of the ""We the People"". What is the major weakness in our government today? It is the unwillingness to have the same vision for ""we the People"" as does the Constitution, (its framers) and by many of our elected officials. ""We the People"" are at the point where we must accept or reject our Constitution. Many support upholding our rule of law, but their concerns are met with objection from both parties. The lines of authority h",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00104.parquet:40230,shard_00083.parquet:37525,1.0000007152557373,1255,1255,"As you know, parents of teens with disabilities tend to be anxious about what will happen once high school ends. Project Independence provides free workshops to help parents who have children with disabilities learn about options for their children once they leave high school. The project also trains youth from ages 14-21 about their options after high school. A disability should not hamper a person to live their life to the fullest. We share with participants how to obtain employment in the community, assist in applying for college and vocational school, as well as support with life skills. Statistics shows that people with disabilities earn about two-thirds of the median earnings of people without disabilities. They are less likely to attend higher learning, and more likely to live below the poverty line. Project Independence wants to change that. There will be 2 strands of workshops: One for parents and one for youth. It will be for 5 Thursdays starting October 11th ending November 8th, and a college tour on Saturday, November 3rd. The time of the workshops will be 6:00 – 6:30 for dinner, and 6:30 – 8:30 for training. Here is a link about the project. You can click this link htt","As you know, parents of teens with disabilities tend to be anxious about what will happen once high school ends. Project Independence provides free workshops to help parents who have children with disabilities learn about options for their children once they leave high school. The project also trains youth from ages 14-21 about their options after high school. A disability should not hamper a person to live their life to the fullest. We share with participants how to obtain employment in the community, assist in applying for college and vocational school, as well as support with life skills. Statistics shows that people with disabilities earn about two-thirds of the median earnings of people without disabilities. They are less likely to attend higher learning, and more likely to live below the poverty line. Project Independence wants to change that. There will be 2 strands of workshops: One for parents and one for youth. It will be for 5 Thursdays starting October 11th ending November 8th, and a college tour on Saturday, November 3rd. The time of the workshops will be 6:00 – 6:30 for dinner, and 6:30 – 8:30 for training. Here is a link about the project. You can click this link htt",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00088.parquet:10216,shard_00004.parquet:2281,0.9860812425613403,2512,2684,"|Click here to view the item| |Title:||SNCC 1960-1966 : Six years of the Student Nonviolent Coordinating Committee| Web site with information about the Student Nonviolent Coordinating Committee (SNCC) from its beginnings in the Greensboro-inspired sit-ins in February 1960 to its official organization in April 1960 at Raleigh, North Carolina's Shaw University through 1966 when Stokely Carmichael took over leadership from John Lewis. The site includes background information about issues important to SNCC including nonviolence, the Vietnam War, white liberalism, feminism, and black power; brief biographies of John Lewis, Julian Bond, Fannie Lou Hamer, Bob Moses, Ella Baker, and Stokely Carmichael; descriptions of major events including sit-ins, Freedom Rides, Freedom Ballot, Mississippi Freedom Democratic Party, and the March on Washington for Jobs and Freedom; a timeline; audio files of movement leaders speaking about their experience and Freedom Singers singing movement songs; and links to other online resources. The Civil Rights Digital Library received support from a National Leadership Grant for Libraries awarded to the University of Georgia by the Institute of Museum and Library","SNCC 1960-1966 : Six Years of the Student Nonviolent Coordinating Committee |Collection homeCompact list of all items| |Title:||SNCC 1960-1966 : Six years of the Student Nonviolent Coordinating Committee| Web site with information about the Student Nonviolent Coordinating Committee (SNCC) from its beginnings in the Greensboro-inspired sit-ins in February 1960 to its official organization in April 1960 at Raleigh, North Carolina's Shaw University through 1966 when Stokely Carmichael took over leadership from John Lewis. The site includes background information about issues important to SNCC including nonviolence, the Vietnam War, white liberalism, feminism, and black power; brief biographies of John Lewis, Julian Bond, Fannie Lou Hamer, Bob Moses, Ella Baker, and Stokely Carmichael; descriptions of major events including sit-ins, Freedom Rides, Freedom Ballot, Mississippi Freedom Democratic Party, and the March on Washington for Jobs and Freedom; a timeline; audio files of movement leaders speaking about their experience and Freedom Singers singing movement songs; and links to other online resources. The Civil Rights Digital Library received support from a National Leadership Grant",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00106.parquet:6028,shard_00148.parquet:35317,1.0000003576278687,3601,3601,"Here is my ignigte speech on Sustainable Development Goals. It was the first time I’d ever done an Ignite presentation (20 slides, 15 seconds per slide, 5 minutes total). We were supposed to pick something we were passionate about, so I picked Sustainable Development Goals. I hadn’t known about them before last year, and I thought there might be other people like me who hadn’t heard of them either. I thought it might be a good way to at least introduce them to some educators. I did misquote a couple of statistics–I was a little nervous! Here’s are a few excerpts with the correct statistics and some links to more information. On 25 September 2015, the 193 countries of the UN General Assembly adopted the 2030 Development Agenda titled “Transforming our world: the 2030 Agenda for Sustainable Development” otherwise known as the SDGs – Sustainable Development Goals. There are 17 of these goals that have specific targets to be achieved over the next 15 years (by 2030). The goals that came before the SDGS are called the MDGs (Millennium Development Goals. These goals were also created by world leaders at the United Nations Headquarters. They committed their nations to a new global partner","Here is my ignigte speech on Sustainable Development Goals. It was the first time I’d ever done an Ignite presentation (20 slides, 15 seconds per slide, 5 minutes total). We were supposed to pick something we were passionate about, so I picked Sustainable Development Goals. I hadn’t known about them before last year, and I thought there might be other people like me who hadn’t heard of them either. I thought it might be a good way to at least introduce them to some educators. I did misquote a couple of statistics–I was a little nervous! Here’s are a few excerpts with the correct statistics and some links to more information. On 25 September 2015, the 193 countries of the UN General Assembly adopted the 2030 Development Agenda titled “Transforming our world: the 2030 Agenda for Sustainable Development” otherwise known as the SDGs – Sustainable Development Goals. There are 17 of these goals that have specific targets to be achieved over the next 15 years (by 2030). The goals that came before the SDGS are called the MDGs (Millennium Development Goals. These goals were also created by world leaders at the United Nations Headquarters. They committed their nations to a new global partner",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00011.parquet:24038,shard_00011.parquet:45521,0.9999997019767761,1064,1064,"January 12, 2005 Cold Front Helped Create California Storm The rain that has drenched California for the past several days is being caused by a cold front from the northern Pacific combining with moisture from the southern Pacific. The low-pressure system slid down the West Coast from Alaska and stalled several hundred miles off the coast of San Francisco for three or four days. There, the cold front drew warm, moisture-laden air from the southern Pacific until it grew to 1,000 miles in diameter and moved onshore.Such a confluence of pressure systems is not unusual. In this case, however, the jetstream in the upper atmosphere was slower than normal in pushing the big system east, said National Weather Service meteorologist Bruce Rockwell. ""This storm was so huge it almost created its own environment, and it takes a tremendous amount of energy to move a storm that big,"" he said. Rockwell said the country has not seen the last of the storm. ""It'll be over Utah and Arizona soon, and we'll probably see problems in the Midwest in a day or two,"" he said.","January 12, 2005 Cold Front Helped Create California Storm The rain that has drenched California for the past several days is being caused by a cold front from the northern Pacific combining with moisture from the southern Pacific. The low-pressure system slid down the West Coast from Alaska and stalled several hundred miles off the coast of San Francisco for three or four days. There, the cold front drew warm, moisture-laden air from the southern Pacific until it grew to 1,000 miles in diameter and moved onshore.Such a confluence of pressure systems is not unusual. In this case, however, the jetstream in the upper atmosphere was slower than normal in pushing the big system east, said National Weather Service meteorologist Bruce Rockwell. ""This storm was so huge it almost created its own environment, and it takes a tremendous amount of energy to move a storm that big,"" he said. Rockwell said the country has not seen the last of the storm. ""It'll be over Utah and Arizona soon, and we'll probably see problems in the Midwest in a day or two,"" he said.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00111.parquet:25217,shard_00152.parquet:13791,1.0000007152557373,948,948,"Lesson 1 (from Chapter 1-2) When a person has cancer in the Soviet Union, they are sent to a hospital, otherwise known as the cancer ward. Today's objective is to discuss the ramifications of having a separate hospital to which people are shipped for certain conditions. 1. Have each student make a list of the hospitals in the local area, and their specialties. 2. In smaller groups, have students discuss whether they think it's a good idea for a hospital to specialize in a certain condition. 3. As a class, have the students discuss the advantages and the disadvantages of having a hospital that specializes in only one condition. What do students think of there only being one hospital for cancer patients as there seems to be in the Soviet Union during the time of this book? 4. Homework: Have each student discuss how they would feel if they were shipped off to a... This section contains 5,299 words (approx. 18 pages at 300 words per page)","Lesson 1 (from Chapter 1-2) When a person has cancer in the Soviet Union, they are sent to a hospital, otherwise known as the cancer ward. Today's objective is to discuss the ramifications of having a separate hospital to which people are shipped for certain conditions. 1. Have each student make a list of the hospitals in the local area, and their specialties. 2. In smaller groups, have students discuss whether they think it's a good idea for a hospital to specialize in a certain condition. 3. As a class, have the students discuss the advantages and the disadvantages of having a hospital that specializes in only one condition. What do students think of there only being one hospital for cancer patients as there seems to be in the Soviet Union during the time of this book? 4. Homework: Have each student discuss how they would feel if they were shipped off to a... This section contains 5,299 words (approx. 18 pages at 300 words per page)",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00156.parquet:18877,shard_00149.parquet:22759,0.9999999403953552,1160,1160,"The invasion commenced on 24 June 1812. Napoleon had sent a final offer of peace to Saint Petersburg shortly before commencing operations. He never received a reply, so he gave the order to proceed into Russian Poland. He initially met little resistance and moved quickly into the enemy's territory. The French coalition of forces amounted to 449,000 men and 1,146 cannons being opposed by the Russian armies combining to muster 153,000 Russians, 938 cannons, and 15,000 Cossacks. The center of mass of French forces focused on Kaunas and the crossings were made by the French Guard, I, II and III corps amounting to some 120,000 at this point of crossing alone. The actual crossings were made in the area of Alexioten where three pontoon bridges were constructed. The sites had been selected by Napoleon in person. Napoleon had a tent raised and he watched and reviewed troops as they crossed the Niemen. Roads in this area of Lithuania hardly qualified as such, actually being small dirt tracks through areas of dense forest. Supply lines simply could not keep up with the forced marches of the corps and rear formations always suffered the worst privations.","The invasion commenced on 24 June 1812. Napoleon had sent a final offer of peace to Saint Petersburg shortly before commencing operations. He never received a reply, so he gave the order to proceed into Russian Poland. He initially met little resistance and moved quickly into the enemy's territory. The French coalition of forces amounted to 449,000 men and 1,146 cannons being opposed by the Russian armies combining to muster 153,000 Russians, 938 cannons, and 15,000 Cossacks. The center of mass of French forces focused on Kaunas and the crossings were made by the French Guard, I, II and III corps amounting to some 120,000 at this point of crossing alone. The actual crossings were made in the area of Alexioten where three pontoon bridges were constructed. The sites had been selected by Napoleon in person. Napoleon had a tent raised and he watched and reviewed troops as they crossed the Niemen. Roads in this area of Lithuania hardly qualified as such, actually being small dirt tracks through areas of dense forest. Supply lines simply could not keep up with the forced marches of the corps and rear formations always suffered the worst privations.",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
,shard_00164.parquet:30762,shard_00025.parquet:40109,0.9678024649620056,9324,9659,"Would the capture of Moscow have altered the outcome of World War II? Losing their capital has often led nations to seek peace. Moscow was more than the administrative capital of the Soviet Union: it was also a vital rail hub and production center. There was also the symbolic value: totalitarian dictators, like Hitler and Stalin, crafted images of themselves as all-knowing leaders of their nations. Losing Moscow would certainly have dented popular confidence in Stalin. In fact, Stalin apparently did put out discreet peace feelers to Germany through Sweden, which Hitler ignored. There was war in China and war in North Africa, and soon there would be war between America and Japan. But in the autumn of 1941, the only war that really seemed to matter was fought in a portion of central Russia. Recommended: The M4: The Gun U.S. Army Loves to Go to War With Operation Barbarossa, the German invasion of the Soviet Union, had begun brilliantly on June 22, 1941. Encirclement after encirclement had inflicted almost 4 million casualties on the huge but disorganized Soviet armies. By early October, they had advanced to within 200 miles of Moscow. Now came Operation Typhoon, the offensive to seiz","History shows us Adolf’s gamble proved fatal. Operation Barbarossa , the German invasion of the Soviet Union, had begun brilliantly on June 22, 1941. Encirclement after encirclement had inflicted almost 4 million casualties on the huge but disorganized Soviet armies. By early October, they had advanced to within 200 miles of Moscow. Now came Operation Typhoon, the offensive to seize the Soviet capital and—or so the Germans hoped—end the campaign. Desperation breeds optimism, so indeed Germany needed to end the War in the East soon. The newsreels of vast columns of bewildered Soviet prisoners may have conveyed an image of German invincibility, but for the Wehrmacht, Russia was Death by a Thousand Cuts. Germany and its allies had committed more than 3 million men to Barbarossa: by October, they had suffered more than 500,000 casualties, or 15 percent of the invasion force. The panzers sweeping 500 miles deep into Russia left a trail of broken-down tanks. The Russian roads, few in number and poor in quality, had devoured perhaps 40 percent of the German truck fleet. That left railroads as the supply arteries on the Eastern Front, yet Russian railroad tracks were wider than German ones",exact_duplicate|near_duplicate|semantic_duplicate|same_template_different_content|related_but_both_valuable|false_positive|unclear
